CODE,Title,Year,Primary Objective,Secondary Objectives,Beneficiaries,Creative Approach,Financial Resources,Business Model,Human Resources,Entity Types,Competences,ICH Domain,ICH Elements,Data Source,Data Type,Capturing Technologies,Representation Technologies,Digitization Output,Dissemination Technologies,Fruition Output
14,Camino Al Mictlan NFT,2021,Economic sustainability,Educational outreach,Creators,,,,,Digital Artists,Storytelling,,Family memories,Cultural artifacts and costumes,,,,Wearable assets for avatars,NFT technologies,ICH-inspired artefact
14,Camino Al Mictlan NFT,2021,Community empowerment,Economic sustainability,,,,,Filmaker,Visual Artist,,,Flower arrangement,,,,,,,Dedicated virtual events
14,Camino Al Mictlan NFT,2021,,,,,,,,Soundmaker,,,Veneration of the dead,,,,,,,
14,Camino Al Mictlan NFT,2021,,,,,,,,,,,Rituals,,,,,,,
14,Camino Al Mictlan NFT,2021,,,,,,,,,,,Religous syncretism,,,,,,,
14,Camino Al Mictlan NFT,2021,,,,,,,,,,,Harvesting techniques,,,,,,,
14,Camino Al Mictlan NFT,2021,,,,,,,,,,,Handicrafts,,,,,,,
14,Camino Al Mictlan NFT,2021,,,,,,,,,,,Food preparation,,,,,,,
14,Camino Al Mictlan NFT,2021,,,,,,,,,,,Day of the Dead symbols,,,,,,,
15,Whispering table,2009,Edutainment,Cultural representation,General public,Materialization,Publicly Funded,Free Access Model,Project Manager,Design studio,Concept Ideation & Dev.,"Social practices, rituals and festive events",Religious practice,Oral narratives,Audio,Audio recording,Audio processing,Digitized audio recordings of conversations on culture and food traditions,Sensors,Interactive exhibition
15,Whispering table,2009,,,,,,,,,Storytelling,,,,,,,,Microcontroller,
15,Whispering table,2009,Celebration,Interactive engagement,Museums,Animation,,,Creative Director,Museum,Architectural Analysis,,Food culture,Cultural culinary traditions,,Microphones,Multimedia development engines,,Motion-activated system,
15,Whispering table,2009,Fostering intercultural dialogue,,,Storytelling,,,,,UX/UI Design,,Food customs,,,,,,Microphones,
15,Whispering table,2009,,,,,,,,,,,,,,,,,Wireless systems,
16,History Blocks,2019,Preservation,Edutainment,Students,Digital twinning,Public-Private Partnership,Free Access Model,Creative Director,Creative Agency,Art Direction,Knowledge and practices concerning nature and the universe,Monuments,Archaeological documentation of destroyed monuments,Pictures,2D acquisition,Minecraft 3D modeling tools,Pre-built 3D Minecraft monument templates and re-building instructions,Web platform,Digital tools
16,History Blocks,2019,,,,,,,Sound Designer,School,Copywriting,,,,,,,,,Digital campaign
16,History Blocks,2019,Edutainment,Global outreach,Teachers,Participation,,,Producer,International Cultural Organization,Musical Performance,,Destroyed and endangered heritage,Architectural heritage data,Templates and Measures,Annotation system,,,,Digital assets
16,History Blocks,2019,,,Schools,Facilitation,,,Music Composer,Edutainment game platform,Public Relations & Partnerships,,Middle Eastern architectural heritage data,Technical documentation,,,,,,Participatory initiative
16,History Blocks,2019,,,,,,,Video Editor,Production Company,,,,,,,,,,
16,History Blocks,2019,,,,,,,Copywriter,Music and Sound Production Company,,,,,,,,,,
16,History Blocks,2019,,,,,,,Educational Consultant,Post-production company,,,,,,,,,,
17,Odeuropa Smell Explorer,2020-2023,,,,,,,,National Scientific Institution,Olfactory Heritage Documentation,,,,,,,,,
17,Odeuropa Smell Explorer,2020-2023,Accessibility,Cultural engagement,ICH Specialists,,,,Policy maker,Foundation and Research Center,Computer Vision,,Fragrances,Technical documentation,,OCR,Machine Learning,,AI Model,
17,Odeuropa Smell Explorer,2020-2023,Stakeholders connection,,General public,,,,Funding & Partnerships referent,European Engineering School,Data Collection,,,Scientific articles,,,Computer vision,,,
17,Odeuropa Smell Explorer,2020-2023,Recognition,,Artists,,,,,Educational Institution,Historical & Literary Research,,,,,,Semantic web standards,,,
17,Odeuropa Smell Explorer,2020-2023,Documentation,,Researchers and Scholars,Digital twinning,Publicly Funded,Free Access Model,Semantic Web Expert,Research Center,Exhibit Fabrication,"Social practices, rituals and festive events",Smell,Historical texts,Text,2D acquisition,Database system,European Olfactory Knowledge Graph,Web platform,Digital archive
17,Odeuropa Smell Explorer,2020-2023,Preservation,Educational outreach,Perfumers,Institutionalization,,,Cultural History expert,University research center,NFT Asset Management,Traditional craftsmanship,Scent,Historical images,Pictures,Annotation system,AI text-analysis,Annotated smell-related data,Artificial Intelligence,Digital tools
17,Odeuropa Smell Explorer,2020-2023,,,,,,,,Research Organization,Scriptwriting & Narrative Adaptation,,,,,,,,,
17,Odeuropa Smell Explorer,2020-2023,,,,,,,,,,,,,,,,,,
18,Polifonia Portal,2021-2024,,,Memory institutions,,,,Digital Archivist,Archive,Community Engagement,,,,,,,,,
18,Polifonia Portal,2021-2024,Preservation,Interdisciplinary collaboration,Educators,Institutionalization,,,Music Historian,Research Center,Digital Musicology,,Historical manuscripts,Music recordings,Text,Annotation system,Database system,Curated metadata collections,Data mining,Digital tools
18,Polifonia Portal,2021-2024,Open resource creation,,Enthusiasts,,,,Assistant Professor,National Scientific Institution,Knowledge Graphs,,Documents,,,,,,AI Model,
18,Polifonia Portal,2021-2024,Enhancement,,Musicians,,,,Researcher,Research Organization,,,,,,,,,,
18,Polifonia Portal,2021-2024,Accessibility,,ICH Curious,,,,Web developer,Governmental Agency,Historical & Literary Research,,Recordings,Archive entry,Metadata,,Semantic web standards,,Natural Language Processing (NLP),
18,Polifonia Portal,2021-2024,Documentation,Educational outreach,Researchers and Scholars,Digital twinning,Publicly Funded,Free Access Model,Musicology Researcher,Educational Institution,Music Production,"Social practices, rituals and festive events",Historical sources,Historical manuscripts,Audio-visual,Audio recording,Audio processing,Database of musical heritage,Web platform,Digital archive
18,Polifonia Portal,2021-2024,,,,,,,Semantic Web Expert,,,,,,,,,,,
18,Polifonia Portal,2021-2024,,,,,,,Etnoanthropologist,Web agency,,,,,,,,,,
18,Polifonia Portal,2021-2024,,,,,,,Visual Anthropologist,Museum,,,,,,,,,,
18,Polifonia Portal,2021-2024,,,,,,,Data Engineer,University research center,,,,,,,,,,
18,Polifonia Portal,2021-2024,,,,,,,,,,,,,,,,,,
18,Polifonia Portal,2021-2024,,,,,,,Metadata Specialist,,,,,,,,,,,
18,Polifonia Portal,2021-2024,,,,,,,Knowledge Graph Engineer,,,,,,,,,,,
18,Polifonia Portal,2021-2024,,,,,,,User Interface Engineer,,,,,,,,,,,
18,Polifonia Portal,2021-2024,,,,,,,Communication Manager,,,,,,,,,,,
18,Polifonia Portal,2021-2024,,,,,,,Social Media Manager,,,,,,,,,,,
19,TRACTION Opera co-creation for a social transformation,2022,Democratization,,Artists,,,,Community Engagement Manager,Technology Research Center,Traditional Costume Knowledge,,Apprenticeship,,,,,,,Dedicated virtual events
19,TRACTION Opera co-creation for a social transformation,2022,Open resource creation,Cultural accessibility,Non-professional artists,Remix,,,Opera heritage expert,Art school,Graphic Design,,Dance,Community interactions,Video,Video recording,,Structured community-generated content,Cloud system,Digital tools
19,TRACTION Opera co-creation for a social transformation,2022,Accessibility,Community empowerment,Marginalized communities,Participation,Publicly Funded,Free Access Model,,Opera company,Project Coordination,Performing arts,Vocal music,Music live performances,Audio,Audio recording,Multimedia processing and production,Audio-video recordings of opera performances,Participatory digital workflow production,Immersive live performance
19,TRACTION Opera co-creation for a social transformation,2022,Stakeholders connection,,General public,,,,Theatre Executive Director,Participatory Art Community,Physical Computing,,Poetry,,,,,,,Dedicated physical events
19,TRACTION Opera co-creation for a social transformation,2022,Remix and reinterpretation,,Local residents,,,,Social and Artistic Coordinator,XR technology company,Strategic Leadership,,Instrumental music,Cultural practitioners' contributions,,,,,,Participatory initiative
19,TRACTION Opera co-creation for a social transformation,2022,Social inclusion,,Younger generations,,,,XR Developer,,,,,,,,,,,
19,TRACTION Opera co-creation for a social transformation,2022,,,Elderlies,,,,Interactive Systems Developers,Educational Institution,,,,,,,,,,
19,TRACTION Opera co-creation for a social transformation,2022,,,,,,,Singers,University research center,,,,,,,,,,
19,TRACTION Opera co-creation for a social transformation,2022,,,,,,,Non-professional Dancers,,,,,,,,,,,
20,Paderpedia,2020,Preservation,,Younger generations,,,,Metadata Specialist,Archive,Data Archiving & Retrieval,,,Multimedia content,Metadata,Annotation system,,,,
20,Paderpedia,2020,Documentation,Edutainment,Students,Participation,Publicly Funded,Free Access Model,Historian,Regional Government,Database Information Management,"Social practices, rituals and festive events",Community action,Literature database,Pictures,2D acquisition,Database system,Database of structured historical and ecological data,Web platform,Digital archive
20,Paderpedia,2020,Lost/Endangered/Undocumented Recovery,Citizen science,Schools,Digital twinning,,,Database Manager,Educational Institution,Microencapsulation,,Cultural perception of a river,Historical maps,Text,GPS,Archival systems,,Wiki-based platform,
20,Paderpedia,2020,Promotion,,Environmental educators,,,,Digital Archivist,Library,,,,Local citizen contributions,,,,,,
20,Paderpedia,2020,,,Local residents,,,,Information Scientist,University research center,,,,,,,,,,
20,Paderpedia,2020,,,Amateur historians,,,,,,,,,,,,,,,
20,Paderpedia,2020,,,Enthusiasts,,,,,,,,,,,,,,,
20,Paderpedia,2020,,,Civic associations,,,,,,,,,,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,,,Local communities,,,,Executive Coordinator,,Backstage Management,,,,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,Remix and reinterpretation,Artistic innovation,Stage designers,,,,Operations Director,,Budget Management,,Qinqiang opera,Opera perfomance,Motion data,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,,,Tourists,,,,Lighting Instructor,,Sponsorship,,,,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,,,,,,,Stage Manager,,Traditional Costume Knowledge,,,,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,,,Cultural institutions,,,,Associated Director,,Project Coordination,,,,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,,,Cultural tourists,,,,Performance Coordinator,,Lighting Design,,,,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,,,General public,,,,Literary Screenwriter,,Logistics Management,,,,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,Celebration,Cultural tourism promotion,Dancers and actors,Animation,,,Executive Producer,,Operational Project Management,,Cultural travel performance,Puppets,Pictures,,,,Kinetic system,Immersive live performance
21,Omni Chang’An Site Concept Show,2022-2023,,,Performing artists,,,,Director & Funding partner,,Promotion,,,,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,,,Tech providers,,,,Producer,,Social Agents Simulation,,,Cultural symbols,Text,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,,,,,,,Technical Director,,Stakeholder Alignment,,,,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,Preservation,,Theaters,Storytelling,Public-Private Partnership,Ticketed Revenue Model,Executive Director,Innovative Performing Arts Group,,"Social practices, rituals and festive events",Traditional culture,,Object/artefact,,Multimedia processing and production,Multimedia contents inspired to traditional ICH culture and symbols,Projection Mapping,Dedicated physical events
21,Omni Chang’An Site Concept Show,2022-2023,,,Creative producers,,,,Business Coordinator,,,,Traditional Chinese shadow puppetry,Shadow puppetry performance,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,,,Policy makers,,,,Visual Designer,,,,,,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,,,Schools,,,,Chief Stage Designer,,,,,,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,,,,,,,Lighting Designer,,,,,,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,,,,,,,Projection Designer,,,,,,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,,,,,,,Styling Designer,,,,,,,,,,,
21,Omni Chang’An Site Concept Show,2022-2023,,,,,,,,,,,,,,,,,,
22,Tempio del Brunello,2021,,,Regional stakeholders,,,,Cultural Event Coordinator,,AI/AR/VR Integration,,,,,,,,,
22,Tempio del Brunello,2021,,,Tourists,,,,Video Producer,Cultural Heritage Site,Content Strategy,,,,,,,,Mobile App,
22,Tempio del Brunello,2021,,,Enthusiasts,,,,Content Producer,,Cultural Event Organization,,,,,,,,Near Field Communication (NFC),
22,Tempio del Brunello,2021,,,,,,,Heritage Site Manager,,Cultural Policy,,,,,,,,,
22,Tempio del Brunello,2021,Preservation,Edutainment,ICH Curious,Storytelling,Public-Private Partnership,Ticketed Revenue Model,Multimedia Technician,Cultural Heritage Laboratory and Events Organizer,Exhibition Design,Knowledge and practices concerning nature and the universe,Winemaking,Archive entry,Pictures,2D acquisition,Multimedia processing and production,"Digitized collection of historical and contemporary images, videos",Virtual Reality (VR),Museum
22,Tempio del Brunello,2021,,,,,,,Oenologist,Trade association,Historical Site Management,,,,,,,,,
22,Tempio del Brunello,2021,Celebration,Cultural tourism promotion,,Animation,,,Exhibition Designer,Multidisciplinary Design Studio,Interactive Installation,Traditional craftsmanship,Alcoholic beverages,Interviews,Text,Audio recording,,,Interactive Displays,Interactive exhibition
22,Tempio del Brunello,2021,Visibility and reputation,,General public,Bespoke exhibiting,,,Interaction Designer,Wine producers' consortium,Interactive Media,,Food production,Historical documentation,Audio,Video recording,,,Projection Mapping,
22,Tempio del Brunello,2021,Edutainment,,Cultural practitioners,,,,Installation Artist,Religious organization,Kinematic Analysis & Evaluation,,,,,,,,Sensors,
22,Tempio del Brunello,2021,,,Cultural institutions,,,,App Developer,Regional Government,Video Production,,,,,,,,Augmented Reality (AR),
22,Tempio del Brunello,2021,,,,,,,XR Developer,,Winemaking,,,,,,,,,
22,Tempio del Brunello,2021,,,,,,,Cultural Policy Advisor,,,,,,,,,,,
23,Renai Dance Animation,2019-2021,,,Educators,,,,Sound Track Composer,Composer,Audio/Sound Design,,Western ballet choreography,,,,Visual Effects software,,,
23,Renai Dance Animation,2019-2021,Remix and reinterpretation,Cross-cultural integration,General public,,,,Computer Graphic Artist,Visual Artist,Computer Graphics,Performing arts,Costumes,Ballet choreography,Pictures,,3D animation software,,Videomaking software,Digital campaign
23,Renai Dance Animation,2019-2021,Preservation,Cross-generation transmission of ICH,Younger generations,Storytelling,Academic Institutional Support,B2B,Creative Director,Narrative visual artist,Creative Coordination,"Social practices, rituals and festive events",Chinese lion dancing performances,Dance performance,Video,,Digital embroidery tool,3D animated characters,Narrative development software,ICH-inspired artefact
23,Renai Dance Animation,2019-2021,Celebration,,Families,,,,Creative Producer,Producer,Digital Musical Composition,,Rituals,Cultural symbols,Oral knowledge,,3D modeling software,,,
23,Renai Dance Animation,2019-2021,,,,,,,,,,,Transmission,,,,,,,
23,Renai Dance Animation,2019-2021,,,Art audiences,,,,Sound Designer,Sound designer,,,Apprenticeship,,,,Rendering software,,,
23,Renai Dance Animation,2019-2021,,,Cultural practitioners,,,,,,,,Emotional response,,,,,,,
23,Renai Dance Animation,2019-2021,,,Enthusiasts,,,,,,,,Exchange,,,,,,,
24,ReCollection,2023,Preservation,Cultural reproduction,Care communities,Materialization,,,AI Research Scientist,AI Research Scientist,AI System Dev.,,Cultural identity,Documentaries,Video,Video recording,Machine Learning,,Projection Mapping,Dedicated physical events
24,ReCollection,2023,Reimagination of collective memory,,Art audiences,,,,AI Technical Director,AI Expert,Exhibition Design,,Oral history,Visual memories,,,Text-to-Image model,,Generative AI,AI-generated content
24,ReCollection,2023,,,Cultural practitioners,,,,,Academic & Creative Innovation Hub,,,Storytelling,,,,,,,
24,ReCollection,2023,Lost/Endangered/Undocumented Recovery,Cultural representation,General public,Participation,Academic Institutional Support,B2B,New Media Artist,New Media Artist,Museum Spatial Planning,Oral traditions and expressions,Collective memory,Oral narratives,Audio,Audio recording,Natural Language Processing (NLP),System turning speech into textual prompts and images,Voice-activated system,Interactive installation
24,ReCollection,2023,,,Artists,,,,,Foundation and Research Center,,,Community participation,,,,,,,
24,ReCollection,2023,,,Memory institutions,,,,,,,,,,,,,,,
25,Synthetic Memories,2022,ICH stakeholders connection,Intergenerational connection,Local city communities,Animation,,,AI Specialist,Education & Creativity Organization,AI System Dev.,,Cultural identity,Interviews,,,,Digitally reconstructed visual memories,,Dedicated physical events
25,Synthetic Memories,2022,,,,,,,Technical Lead,,Client Relationship Management,,Undocumented memories,,,,,,,
25,Synthetic Memories,2022,,,,,,,Manager Assistant,,Community Engagement,,,,,,,,,
25,Synthetic Memories,2022,,,Researchers and Scholars,,,,Sound Designer,,Concept Ideation & Dev.,,,,,,,,,
25,Synthetic Memories,2022,,,Marginalized communities,,,,General Manager,Innovative Cultural Funding Platform,Team Leadership,,,,,,,,,
25,Synthetic Memories,2022,,,Cultural institutions,,,,Creative,,Workflow Management,,,,,,,,,
25,Synthetic Memories,2022,,,,,,,Industrial Designer,,Facilitation,,,,,,,,,
25,Synthetic Memories,2022,,,Mental health professionals,,,,Project Manager,Government Funding Organization,Community Impact Evaluation,,,,,,,,,
25,Synthetic Memories,2022,,,,,,,Accountant,,Digital Content Design,,,,,,,,,
25,Synthetic Memories,2022,,,People with dementia,,,,Creative Journalist,Gender & Inclusion Organization,Voiceover,,Storytelling,,,,,,,
25,Synthetic Memories,2022,Preservation,Therapeutic applications,Policy makers,Materialization,,,Head of Digital,Cultural Exchange & Social Integration Organization,System Architecture Design,,Oral history,Community storytelling sessions,,,,,,Participatory initiative
25,Synthetic Memories,2022,,,Migrant and refugee communities,,,,Operations Director & Partner,Funding Organization,Participatory Design,,,,,,,,,
25,Synthetic Memories,2022,,,,,,,Digital Designer,,Platform Mainteinance,,,,,,,,,
25,Synthetic Memories,2022,,,,,,,Visual Designer,,Project Management,,,,,,,,,
25,Synthetic Memories,2022,Lost/Endangered/Undocumented Recovery,Inclusivity,,Participation,Public-Private Partnership,Free Access Model,,Design studio,Project Coordination,Oral traditions and expressions,Collective memory,Personal narratives,Oral knowledge,Text editing software,Generative AI,Memory textual prompt,Generative AI,Museum
25,Synthetic Memories,2022,Reimagination of collective memory,Documentation,Families,Memory elicitation,,,Director & Funding partner,Community Development Organization,Storytelling,,Community participation,,,,,,,AI-generated content
25,Synthetic Memories,2022,,,,,,,Front-End Developer,,Technical Support,,,,,,,,,
25,Synthetic Memories,2022,,,,,,,Head of Design & Production,,UX/UI Design,,,,,,,,,
25,Synthetic Memories,2022,,,,,,,Producer,,,,,,,,,,,
25,Synthetic Memories,2022,,,,,,,Cultural Social Integrator,,,,,,,,,,,
25,Synthetic Memories,2022,,,,,,,Community Engagement Manager,,,,,,,,,,,
26,Lisbon Under Stars,2018,,,,,,,Dancers,,Sourcing & Licensing,,,,,,,,,
26,Lisbon Under Stars,2018,Celebration,Community engagement,Policy makers,Storytelling,,,Artistic Director,Archive,Concept Ideation & Dev.,"Social practices, rituals and festive events",Cultural identity,Historical documentation,Pictures,Audio recording,,,,Immersive live performance
26,Lisbon Under Stars,2018,,,,,,,Musicians,,Dance Choreography,,,,,,,,,
26,Lisbon Under Stars,2018,Preservation,Cultural tourism promotion,Tourists,Animation,Public-Private Partnership,Ticketed Revenue Model,Project Manager,Video Mapping and Interactive Projections Firm,Production Execution,Oral traditions and expressions,Collective memory,Archive entry,Video,2D acquisition,Multimedia processing tools,Curated audiovisual content,Projection Mapping,Dedicated physical events
26,Lisbon Under Stars,2018,Edutainment,,Cultural institutions,,,,Technical Director,Former Convent,Audio/Sound Post-production,,Oral history,Portuguese music,Audio,Video recording,,,,Dedicated virtual events 
26,Lisbon Under Stars,2018,,,,,,,Narrator,,Content curation,,Portuguese music,,,,,,,
26,Lisbon Under Stars,2018,,,,,,,Projection Mapping Artist,,Natural Language Processing,,,,,,,,,
26,Lisbon Under Stars,2018,,,General public,,,,Sound Designer,Dance Educators,Historical & Literary Research,,Storytelling,Music live performances,,,,,,
26,Lisbon Under Stars,2018,,,Local communities,,,,Historian,,Promotion,,Public history,,,,,,,
26,Lisbon Under Stars,2018,,,,,,,Choreographer,,Visual Art,,,,,,,,,
26,Lisbon Under Stars,2018,,,,,,,Urban Artists,,,,,,,,,,,
26,Lisbon Under Stars,2018,,,,,,,Documentation Provider,,,,,,,,,,,
27,Craftal,2019,,,General public,,,,Strategic Planner,,Business Strategy,,Ceramic arts,,,,,,,
27,Craftal,2019,Visibility and reputation,Promoting sustainable consumption,Cultural practitioners,Matchmaking,,,Project Manager,,Creative Direction,,Apprenticeship,Craftsmen Know-how,,Text editing software,,,,
27,Craftal,2019,Promotion,,Service providers,,,,Platform curator,,Production Planning,,Craft workers,,,,,,,
27,Craftal,2019,Economic sustainability,Facilitating Artisan-Chef Collaboration,Restaurants,Participation,Self-Funded,Subscription-Based Revenue Model,,Business Design Company,Project Coordination,Traditional craftsmanship,Clay artefacts,Craft Tableware,Object/artefact,Pictures,Database system,Digital inventory of Japanese craft tableware,Web platform,Network platform
27,Craftal,2019,,,,,,,Ceramicist,,Traditional Printing,,Traditional Japanese craft tableware,,,,,,,
27,Craftal,2019,Preservation,Enhancing cultural appreciation,Tradition bearers,,,,Platform designer,,UX/UI Design,,Technical skills,,,,,,,
27,Craftal,2019,,,,,,,,,,,Ceramics,,,,,,,
28,RISE UP - Revitalising Languages and Safeguarding Cultural Diversity,2023-2026,,,,,,,Community Engagement Manager,Video Game Development Studio,Co-Design Facilitation,,Linguistics,,,,,,,
28,RISE UP - Revitalising Languages and Safeguarding Cultural Diversity,2023-2026,Stakeholders connection,Community engagement,Endangered local communities,Crowdsourcing,,,Language Revitalization Specialist,Educational Institution,Cultural Preservation Strategy,,Spoken Languages,Endangered language documentation,Audio,,,,Wiki-based platform,
28,RISE UP - Revitalising Languages and Safeguarding Cultural Diversity,2023-2026,Empowerment,Resource sharing,Citizens,Matchmaking,,,Gamification Designer,Cultural Institution,Gamification design,,Endangered languages,Community-generated content,,,,,,
28,RISE UP - Revitalising Languages and Safeguarding Cultural Diversity,2023-2026,Revitalization,,Learners,,,,Digital Platform Developer,Youth Organization,Policy Analysis,,Oral history,,,,,,,
28,RISE UP - Revitalising Languages and Safeguarding Cultural Diversity,2023-2026,Lost/Endangered/Undocumented Recovery,Policy advocacy,Researchers and Scholars,Participation,Publicly Funded European Union Project,Free Access Model,Project Manager,Creative Agency,Project Coordination,Oral traditions and expressions,Languages,Oral histories,Text,,Database system,Database and data structure to allow people to add entries to the platform,Web platform,Network platform
28,RISE UP - Revitalising Languages and Safeguarding Cultural Diversity,2023-2026,,,,,,,Communication Officer,Innovation consultancy,Public Communication,,Cultural identity,,,,,,,
28,RISE UP - Revitalising Languages and Safeguarding Cultural Diversity,2023-2026,,,,,,,Educational Content Developer,University research center,Educational Content Dev.,,Collective memory,,,,,,,
29,Bamboo Weaving Mold,2024,Open resource creation,Economic sustainability,Local communities,Archetyping,,,Bamboo Weaving Practitioners,,AI System Dev.,,Technical skills,Craftsmen Know-how,Templates and Measures,,,Digital archive of patterns,,
29,Bamboo Weaving Mold,2024,Democratization,,,,,,Software Developer,,Audio/Sound Editing,,Weaving,,,,,,,
29,Bamboo Weaving Mold,2024,Knowledge transfer,Skill development and capacity building,Learners,Facilitation,,,Educators,Educational Institution,Traditional Ceramics Crafting,Traditional craftsmanship,Craft workers,Bamboo weaving patterns,Object/artefact,CAD software,Pattern generation software,Disposable weaving paper molds,Paper printing,Digital tools
29,Bamboo Weaving Mold,2024,,,,,,,,University research center,,,Bamboo artefacts,,,,,,,
29,Bamboo Weaving Mold,2024,,,,,,,,,,,Handicrafts,,,,,,,
29,Bamboo Weaving Mold,2024,,,,,,,,,,,Apprenticeship,,,,,,,
29,Bamboo Weaving Mold,2024,,,,,,,,,,,Textile art,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Social anthropologist,,Data Archiving & Retrieval,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Project Manager,,Metadata Structuring & Organization,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,Reimagination of collective memory,,Archives,,,,Sociologist,,Ethics Critical Reflection,,Public history,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Architect,,Ethnographic Research,,Archival data,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,,,3D Scanning,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,,,Educational Program Dev.,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Digital Archivist,,Operational Support,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,,,Financial Reporting,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Digital History Architecture Editor,,Historical & Literary Research,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,Preservation,Public engagement,Local communities,Participation,Donor support,Free Access Model,CEO,Archive and Research Center,Project Coordination,,Oral traditions,Urban-related documents,Text,2D acquisition,Database system,Digitized urban history archive,,Digital archive
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Philosopher,,Projection Mapping,,Oral history,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,,,Qualitative Research,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,Democratization,,Filmmakers,,,,Historian,,Spatial Design,,Everyday life,,Video,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,,,Traditional Weaving,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,,,User-Centered Design,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,,,Web Development,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,Community empowerment,Artistic collaboration,Cultural institutions,Remix,,,Director & Funding partner,,,"Social practices, rituals and festive events",Community participation,Oral histories,Pictures,Annotation system,Archival systems,,,Dedicated physical events
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Head of Educational projects,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Communication Officer,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,System administrator,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Office and building administrator,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Translator,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Office manager,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Financial manager,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Digital Designer,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Accountant,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Premises Management Assistant,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Administrative Manager,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Technical Assistant,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Academic Coordinator,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,IT Manager,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,,,,,,,Financial assistant,,,,,,,,,,,
30,"Urban Media Archive, [unarchiving] program",2022,Knowledge transfer,Educational outreach,Artists,,,,Deputy Director,,Social Media Strategy,,Community action,Multimedia content,Audio,,,,,
31,Swapmuseum,2016,Edutainment,Cultural accessibility,Local communities,,,,Audience Developer,Fablab,Audience Development,,Everyday life,Documentaries,Text,Text editing software,,,,
31,Swapmuseum,2016,,,General public,,,,Tutors,,Storytelling,,,,,,,,,
31,Swapmuseum,2016,Community empowerment,,Museums,,,,Business Analyst,Social Cooperative,3D Integration,,,Illustrations,,,,,,
31,Swapmuseum,2016,Youth engagement,,Cultural institutions,,,,Facilitator,,Metadata Structuring & Organization,,,Historical finds,,,,,,
31,Swapmuseum,2016,Knowledge transfer,,Schools,Matchmaking,,,Project Manager,Cultural and Innovation Hub,Project Coordination,,Student participation,Interviews,Pictures,Video recording,,,Media systems,Digital tools
